NOMBRE,REGIONAL,CIUDAD,DEPARTAMENTO,DIRECCION
LOS ANDES (SOTOMAYOR),OCCIDENTE,LOS ANDES,NARIÑO,CALLE 5 ARAUJO CON CARRERA 5 BENAVIDES ESQUINA - PARQUE PRINCIPAL
ALMAGUER,OCCIDENTE,ALMAGUER,CAUCA,CALLE 4 # 4-56
LINARES,OCCIDENTE,LINARES,NARIÑO,CALLE 4 # 3-27 CALLE PRINCIPAL
GUADALUPE,SANTANDERES,GUADALUPE,SANTANDER,CARRERA 4 # 5-09
SUESCA,BOGOTA,SUESCA,CUNDINAMARCA,CARRERA 5 # 8-16 CENTRO - FRENTE AL PARQUE PRINCIPAL
SAN MIGUEL,SUR,SAN MIGUEL,PUTUMAYO,CALLE 6 # 4 -46/56 SECTOR URBANO
TENJO,BOGOTA,TENJO,CUNDINAMARCA,CARRERA 4 # 3–40
UMBITA,ORIENTAL,UMBITA,BOYACA,CALLE 5 # 15-43 PEATONAL
DOLORES,SUR,DOLORES,TOLIMA,CARRERA 7 # 2-09/17
GUARANDA,COSTA,GUARANDA,SUCRE,CARRERA 5 # 6-56 GUARANDA
CHAPARRAL,SUR,CHAPARRAL,TOLIMA,CARRERA 9 # 10-30 BARRIO EL CENTRO
EL CASTILLO,BOGOTA,EL CASTILLO,META,CALLE 10 # 8-33 CENTRO
ARCABUCO,ORIENTAL,ARCABUCO,BOYACA,CARRERA 6 # 4-09
FUNES,OCCIDENTE,FUNES,NARIÑO,CARRERA 4 # 4-165
VERGARA,BOGOTA,VERGARA,CUNDINAMARCA,CALLE 2 # 4-34
CAMPO_CRUZ,COSTA,CAMPO DE LA CRUZ,ATLANTICO,CALLE 9 CARRERA # 11-04
PADILLA,OCCIDENTE,PADILLA,CAUCA,CALLE 4 # 4-43
TELLO,SUR,TELLO,HUILA,CARRERA 5 # 4-02
LA UNION,COSTA,LA UNION,SUCRE,CALLE 10 # 9-55 CENTRO
PURISIMA,ANTIOQUIA,PURISIMA,CORDOBA,CARRERA 8 #3A-09
ZETAQUIRA,ORIENTAL,ZETAQUIRA,BOYACA,CALLE 12 # 9 - 65   CARRERA 3 # 2-06 PARQUE PRINCIPAL
PUERTO ESCONDIDO,ANTIOQUIA,PUERTO ESCONDIDO,CORDOBA,CARRERA 3 #3-32 LOCAL 1 PLAZA PRINCIPAL
SAN CARLOS,ANTIOQUIA,SAN CARLOS,CORDOBA,CALLE 9 CARRERA 26 BARRIO CENTRO - CALLE PRINCIPAL
ACHI,COSTA,ACHI,BOLIVAR,CARRERA 7 # 11-27 LAS DELICIAS CENTRO
SANTA ROSA DE OSOS,ANTIOQUIA,SANTA ROSA DE OSOS,ANTIOQUIA,CALLE 30 B # 29-70 LOCAL 102
SAN JUAN DE NEPOMUCENO,COSTA,SAN JUAN DE NEPOMUCENO,BOLIVAR,CALLE 10 # 9-55 /   CALLE 9 # 10-55 BARRIO CENTRO
CHIVOLO,COSTA,CHIVOLO,MAGDALENA,TRANSVERSAL 5A # 3-86     CARRERA 13 # 5-54
CAMPAMENTO,ANTIOQUIA,CAMPAMENTO,ANTIOQUIA,CALLE 10 # 10-06
LURUACO,COSTA,LURUACO,ATLANTICO,CARRERA 20#  18-38/50
ARAUCA II,BOGOTA,ARAUCA,ARAUCA,CALLE 20 # 20-05
PALESTINA (ARAUCA),CAFETERA,PALESTINA (ARAUCA),CALDAS,CARRERA 4 # 6A-31
CHITA,ORIENTAL,CHITA,BOYACA,CALLE 4 # 4 - 43
SOTAQUIRA,ORIENTAL,SOTAQUIRA,BOYACA,CALLE 6 # 6-04
MILAN,SUR,MILAN,CAQUETA,CARRERA 2 # 6-02 CENTRO
CHITARAQUE,ORIENTAL,CHITARAQUE,BOYACA,CALLE 2 # 3 - 39
GAMEZA,ORIENTAL,GAMEZA,BOYACA,CARRERA 4 # 3-05
PUERTO COLOMBIA,COSTA,PUERTO COLOMBIA,ATLANTICO,CARRERA 5 # 2 - 03
COLOMBIA,SUR,COLOMBIA,HUILA,CARRERA 3 # 3 -05
GUAMO,SUR,GUAMO,TOLIMA,CARRERA 10 # 10-01 PARQUE PPAL
PIVIJAY,COSTA,PIVIJAY,MAGDALENA,CALLE 8 # 13-77
SUPATA,BOGOTA,SUPATA,CUNDINAMARCA,CARRERA 6 # 5-03  CENTRO
SUSA,BOGOTA,SUSA,CUNDINAMARCA,CARRERA 3 # 6-02 PARQUE PRINCIPAL
RESTREPO,BOGOTA,RESTREPO,META,CARRERA 5 # 9 - 61
NARIÑO,ANTIOQUIA,NARIÑO,ANTIOQUIA,CARRERA 10 # 10-15
PURACE (COCONUCO),OCCIDENTE,PURACE (COCONUCO),CAUCA,CARRERA 3 # 5 - 49 CALLE PRINCIPAL - COCONUCO - PURACÉ
GUADALUPE,ANTIOQUIA,GUADALUPE,ANTIOQUIA,CALLE 50 # 48-67/69
SAN JUAN DE ARAMA,BOGOTA,SAN JUAN DE ARAMA,META,CARRERA 9 # 11-25
MACEO,ANTIOQUIA,MACEO,ANTIOQUIA,CARRERA 30 # 29-63
CUMBITARA,OCCIDENTE,CUMBITARA,NARIÑO,CARRERA 4 # 4 - 20
LA PAZ,COSTA,LA PAZ,CESAR,TRANSVERSAL 5 # 5-11
ARBOLEDA,OCCIDENTE,ARBOLEDA,NARIÑO,CALLE  PPAL BARRIO FATIMA
LENGUAZAQUE,BOGOTA,LENGUAZAQUE,CUNDINAMARCA,CARRERA 4 # 2 -70
BUGA,OCCIDENTE,GUADALAJARA DE BUGA,VALLE DEL CAUCA,CARRERA 14 # 6-32
MOMIL,ANTIOQUIA,MOMIL,CORDOBA,CARRERA 10 # 9 -07
FOSCA,BOGOTA,FOSCA,CUNDINAMARCA,CALLE 2 # 1-51
MACANAL,ORIENTAL,MACANAL,BOYACA,CARRERA 6 # 2 -73/75
VILLAVIEJA,SUR,VILLAVIEJA,HUILA,CALLE 4 # 4-30
LABATECA,SANTANDERES,LABATECA,NORTE DE SANTANDER,PALACIO MUNICIPAL - PISO 1
ARGELIA,OCCIDENTE,ARGELIA,CAUCA,CALLE 3 # 3-13/19/25 FRENTE AL PARQUE PRINCIPAL
BETANIA,ANTIOQUIA,BETANIA,ANTIOQUIA,CARRERA 21 # 20-03
PAISPAMBA SOTARA,OCCIDENTE,PAISPAMBA SOTARA,CAUCA,CALLE PRINCIPAL - FRENTE AL PARQUE
SABANALARGA,ANTIOQUIA,SABANALARGA,ANTIOQUIA,CALLE 20 # 19-26
TOLUVIEJO,COSTA,TOLUVIEJO,SUCRE,DIAGONAL 3 # 4-03/15 (CALLE SAN JOSÉ)
DURANIA,SANTANDERES,DURANIA,NORTE DE SANTANDER,EDIFICIO FUENTES BARRIO CENTRO
BELEN,OCCIDENTE,BELEN,NARIÑO,CARRERA 1 # 1-68
VILLANUEVA,SANTANDERES,VILLANUEVA,SANTANDER,CARRERA 14 # 14-71
EL ROSARIO,OCCIDENTE,EL ROSARIO,NARIÑO,CENTRO EL ROSARIO
ACANDI,ANTIOQUIA,ACANDI,CHOCO,CALLE PRINCIPAL  CALLE LAS  FLORES CON CALLE CONSISTORIAL
BUENAVISTA,ANTIOQUIA,BUENAVISTA,CORDOBA,CARRERA 12 #10-39 BARRIO LOS ALMENDROS
VENECIA,BOGOTA,VENECIA,CUNDINAMARCA,CARRERA 1 # 3-45
LOS SANTOS,SANTANDERES,LOS SANTOS,SANTANDER,CARRERA 6 # 2-03/05
LA CEJA,ANTIOQUIA,LA CEJA,ANTIOQUIA,CALLE 20 # 20-58/64
VALLE DE SAN JUAN,SUR,VALLE DE SAN JUAN,TOLIMA,CARRERA 5 # 5-60
RIOFRIO,OCCIDENTE,RIOFRIO,VALLE DEL CAUCA,CALLE 6 # 9-50
CARTAGO,CAFETERA,CARTAGO,VALLE DEL CAUCA,CALLE 11 # 4-71/4-79
COELLO,SUR,COELLO,TOLIMA,CARRERA 1 # 1-59 ESQUINA
IQUIRA,SUR,IQUIRA,HUILA,CARRERA 7 # 3-26 BARRIO EL CENTRO
ARGELIA,ANTIOQUIA,ARGELIA,ANTIOQUIA,CALLE 30 # 30-07/09
GOMEZ PLATA,ANTIOQUIA,GOMEZ PLATA,ANTIOQUIA,CALLE 50 # 49-13
SANTANA,ORIENTAL,SANTANA,BOYACA,CALLE 3 # 4-65 PARQUE PRINCIPAL
TORIBIO,OCCIDENTE,TORIBIO,CAUCA,CARRERA 3  # 4 - 09 ESQUINA DEL PARQUE PRINCIPAL
PINILLOS,COSTA,PINILLOS,BOLIVAR,PLAZA  PRINCIPAL
SANTO DOMINGO,ANTIOQUIA,SANTO DOMINGO,ANTIOQUIA,CARRERA 15 # 12-35
SARAVENA II,BOGOTA,SARAVENA,ARAUCA,CARRERA 15 # 26-53/55/57
VALDIVIA,ANTIOQUIA,VALDIVIA,ANTIOQUIA,CARRERA 10 # 10–24/28 LOCAL 101
PIEDRAS,SUR,PIEDRAS,TOLIMA,CALLE 2 # 2 - 24/26
VILLAGOMEZ,BOGOTA,VILLA GOMEZ,CUNDINAMARCA,CALLE 5 # 3-47
EL TAMBO,OCCIDENTE,EL TAMBO,NARIÑO,CARRERA 10 CON CALLE 5 - BARRIO COLÓN
BOCHALEMA,SANTANDERES,BOCHALEMA,NORTE DE SANTANDER,CARRERA 4 # 2-66
TOLEDO,ANTIOQUIA,TOLEDO,ANTIOQUIA,CALLE 11 # 10-18 PARQUE PRINCIPAL
RONCESVALLES,SUR,RONCESVALLES,TOLIMA,CARRERA 2 # 2-56
MUTATA,ANTIOQUIA,MUTATA,ANTIOQUIA,CARRERA 10 #10-15 ALCALDÍA MUNICIPAL
LA SIERRA,OCCIDENTE,LA SIERRA,CAUCA,EDIFICIO ALCALDÍA MUNICIPAL PRIMER PISO- BARRIO CENTRO
LA PRIMAVERA,BOGOTA,LA PRIMAVERA,VICHADA,CARRERA 9 # 4-87 CENTRO
AGRADO,SUR,AGRADO,HUILA,CARRERA 4 # 5-16 PARQUE CENTRAL.
GUAITARILLA,OCCIDENTE,GUAITARILLA,NARIÑO,CARRERA 2 # 5-85
SAN ONOFRE,COSTA,SAN ONOFRE,SUCRE,CARRERA 19 # 20-65 PLAZA PRINCIPAL
BARAYA,SUR,BARAYA,HUILA,CALLE 2C # 6-64
MAICAO,COSTA,MAICAO,GUAJIRA,CALLE 12  # 9-12/16/18
CHINAVITA,ORIENTAL,CHINAVITA,BOYACA,CALLE 4 # 3 - 32
CRAVO NORTE,BOGOTA,CRAVO NORTE,ARAUCA,CALLE 3 # 4-51
BELEN DE UMBRIA,CAFETERA,BELEN DE UMBRIA,RISARALDA,CARRERA 11 # 6 -21
SABANALARGA,ORIENTAL,SABANALARGA,CASANARE,CALLE 5 # 7-10
SAN LUIS DE PALENQUE,ORIENTAL,SAN LUIS DE PALENQUE,CASANARE,CARRERA 7 # 2-55 PARQUE PRINCIPAL
MAPIRIPAN,BOGOTA,MAPIRIPAN,META,CALLE 4 # 20-71/75 PARQUE PRINCIPAL
LA MACARENA,BOGOTA,LA MACARENA,META,CALLE 5 # 6 -09
PORE,ORIENTAL,PORE,CASANARE,CALLE 3 # 16-82/16/88
SANTA ISABEL,SUR,SANTA ISABEL,TOLIMA,CARRERA 2 # 7-49/53
GUAVATA,ORIENTAL,GUAVATA,SANTANDER,CARRERA 3 # 4-30 BARRIO COLON
ARBOLEDAS,SANTANDERES,ARBOLEDAS,NORTE DE SANTANDER,CALLE 4 # 5-50
LA CELIA,CAFETERA,LA CELIA,RISARALDA,CARRERA 2 # 2-182
VILLAVICENCIO III,BOGOTA,VILLAVICENCIO,META,CARRERA 32 # 39-43
AGUACHICA II,SANTANDERES,AGUACHICA,CESAR,CALLE 5 # 22-33
ASTREA,COSTA,ASTREA,CESAR,CALLE 7 # 3-03
PIJAO,CAFETERA,PIJAO,QUINDIO,CARRERA 5 # 11 - 48 LOCAL 01
PUEBLO RICO,ANTIOQUIA,PUEBLO RICO,ANTIOQUIA,CALLE 30 # 29-27 EDIFICIO DEL CAFÉ
CUCUTILLA,SANTANDERES,CUCUTILLA,NORTE DE SANTANDER,CARRERA 3 # 4-43/44 BARRIO SOGAMOSO
SAN ANDRES,SANTANDERES,SAN ANDRES,SANTANDER,CARRERA 5 # 8-10
GRANADA,ANTIOQUIA,GRANADA,ANTIOQUIA,CALLE 21 BOLÍVAR # 21-04/08
LIBORINA,ANTIOQUIA,LIBORINA,ANTIOQUIA,CALLE 8 #10-63
BOAVITA,ORIENTAL,BOAVITA,BOYACA,CARRERA 7 CALLE 5 LOCAL 107 EDIFICIO DEL GOBIERNO MUNICIPAL
APIA,CAFETERA,APIA,RISARALDA,CARRERA 8 # 7-44/ 66
PUEBLO RICO,CAFETERA,PUEBLO RICO,RISARALDA,CARRERA 4 # 6-07/11
SAN JOSE DE LA MONTAÑA,ANTIOQUIA,SAN JOSE DE LA MONTAÑA,ANTIOQUIA,CALLE 20 # 21-24
MISTRATO,CAFETERA,MISTRATO,RISARALDA,CARRERA 6 # 5 - 74
BALBOA,CAFETERA,BALBOA,RISARALDA,CARRERA 8 # 7-45
PAEZ BELALCAZAR,SUR,PAEZ BELALCAZAR,CAUCA,CARRERA 2 # 1-11
PEQUE,ANTIOQUIA,PEQUE,ANTIOQUIA,CALLE 10 SANTANDER # 10-36
GUEPSA,ORIENTAL,GUEPSA,SANTANDER,CARRERA 5 # 3-47
CABRERA,BOGOTA,CABRERA,CUNDINAMARCA,CARRERA 2 # 5-34
HERVEO,CAFETERA,HERVEO,TOLIMA,PALACIO PRINCIPAL
CONTADERO,OCCIDENTE,CONTADERO,NARIÑO,PARQUE PRINCIPAL BOLÍVAR BARRIO OBRERO
VILLA CARO,SANTANDERES,VILLA CARO,NORTE DE SANTANDER,CALLE 2 # 5-03 BARRIO EL CENTRO
MARMATO,CAFETERA,MARMATO,CALDAS,VEREDA EL LLANO  - VÍA PRINCIPAL (NUEVO MARMATO)
CHITAGA,SANTANDERES,CHITAGA,NORTE DE SANTANDER,CALLE 4 # 4-43
ILES,OCCIDENTE,ILES,NARIÑO,AVENIDA OCHOA - CALLE 1A # 6-100
CODAZZI,COSTA,CODAZZI,CESAR,CALLE 17 # 16-51
NORCASIA,CAFETERA,NORCASIA,CALDAS,CARRERA 6A # 10-44
PUERRES,OCCIDENTE,PUERRES,NARIÑO,CARRERA 3 # 6-15/ 29 BARRIO EL CENTRO
EL TABLON,OCCIDENTE,EL TABLON,NARIÑO,CALLE 4 # 3-24 CASA 4 ALCALDÍA MUNICIPAL
PALESTINA,SUR,PALESTINA,HUILA,CALLE 1A # 2 - 37
PAEZ,ORIENTAL,PAEZ,BOYACA,CARRERA 2 # 5-04
LA HORMIGA II,SUR,LA HORMIGA-VALLE DEL GUAMUEZ,PUTUMAYO,CARRERA 6 # 7-07  B/ LOS PINOS
BECERRIL,COSTA,BECERRIL,CESAR,CARRERA 7 CALLE 10 ESQUINA BARRIO NUEVO
SANTA CATALINA,COSTA,SANTA CATALINA,BOLIVAR,PLAZA  PRINCIPAL - SANTA CATALINA - BOLÍVAR
MANATI,COSTA,MANATI,ATLANTICO,CARRERA 4B # 7-51
VILLAGARZON II,SUR,VILLAGARZON,PUTUMAYO,CARRERA 6 # 6-64
NATAGA,SUR,NATAGA,HUILA,CALLE 2 # 5 - 77 / 83
FUSAGASUGA,BOGOTA,FUSAGASUGA,CUNDINAMARCA,CARRERA 4 # 8–10
MOCOA II,SUR,MOCOA,PUTUMAYO,CALLE 7 # 6 – 21 Esquina – Barrio Centro
MONTEBELLO,ANTIOQUIA,MONTEBELLO,ANTIOQUIA,CALLE 19A # 19-02  EDIFICIO FEDERACIÓN DE CAFETEROS
ANGELOPOLIS,ANTIOQUIA,ANGELOPOLIS,ANTIOQUIA,CALLE 11 # 11-43
PITALITO II,SUR,PITALITO,HUILA,CALLE 6 # 3 - 53
PAIME,BOGOTA,PAIME,CUNDINAMARCA,CALLE 3 # 2-16
SAN JOSE DE RISARALDA,CAFETERA,SAN JOSE DE RISARALDA,CALDAS,CALLE 5 # 1A-32
LABRANZAGRANDE,ORIENTAL,LABRANZAGRANDE,BOYACA,CARRERA 9 # 8-31 PARQUE PRINCIPAL
RAGONVALIA,SANTANDERES,RAGONVALIA,NORTE DE SANTANDER,CALLE 5 # 2-44 BARRIO CENTRO
GUICAN,ORIENTAL,GUICAN,BOYACA,CARRERA 3 # 4-25
ANGOSTURA,ANTIOQUIA,ANGOSTURA,ANTIOQUIA,CALLE 11 # 9-38 PALACIO MUNICIPAL - PRIMER PISO
MURILLO,SUR,MURILLO,TOLIMA,CARRERA 8 # 3-85
CUBARA,BOGOTA,CUBARA,BOYACA,CALLE 4 # 4-56/2-21
LOS PALMITOS,COSTA,LOS PALMITOS,SUCRE,CALLE 6 # 6-14
ALTAMIRA,SUR,ALTAMIRA,HUILA,CARRERA 4 # 5-55
USME,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 137B SUR # 2A-64
TEORAMA,SANTANDERES,TEORAMA,NORTE DE SANTANDER,CARRERA 4 # 3-35
CHIQUINQUIRA II,ORIENTAL,CHIQUINQUIRA,BOYACA,CALLE 17 # 8-42/44
IBAGUE II,SUR,IBAGUE,TOLIMA,CALLE 15 # 3-26
SAN ANTONIO,SUR,SAN ANTONIO,TOLIMA,CALLE 6 # 5-02
SANTA BARBARA DE ISCUANDE,OCCIDENTE,SANTA BARBARA DE ISCUANDE,NARIÑO,BARRIO LAS FLORES FRENTE AL PARQUE PRINCIPAL
BOLIVIA,CAFETERA,BOLIVIA-PENSILVANIA,CALDAS,PLAZA PRINCIPAL
TIMBIQUI,OCCIDENTE,TIMBIQUI,CAUCA,CALLE PRINCIPAL
LIBANO,SUR,LIBANO,TOLIMA,CALLE 4 # 9-77
BARCELONA,CAFETERA,CALARCA,QUINDIO,CARRERA 11 CALLE 11 Esquina
BOCAS DE SATINGA,OCCIDENTE,BOCAS DE SATINGA-OLAYA HERRERA,NARIÑO,CALLE LAS FLORES - Casco Urbano Olaya Herrera Bocas de Satinga - Nariño
NUEVA TIBABUYES,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 128 # 144-28 LOCAL 34
SOLEDAD 2000,COSTA,SOLEDAD,ATLANTICO,CALLE 45 # 13B-18
CENTRO COMERCIAL UNICO VILLAVO,BOGOTA,VILLAVICENCIO,META,CARRERA 22 # 8C-67
QUINTAS DE LLANO,SANTANDERES,GIRON,SANTANDER,CARRERA 29 # 35-25 LOCAL 2
SIBATE,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 7 # 12A SUR-44
CENTRO COMERCIAL F PLATANOS,CAFETERA,ARMENIA,QUINDIO,CALLE 50 # 24-00
EL REFUGIO,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 23B #116C-03
PORTAL PLAZA,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 16 CARRERA 69 ESQUINA
HOTEL CORALES,COSTA,CARTAGENA,BOLIVAR,AVENIDA SANTANDER HOTEL CORALES DE INDIA
PARQUE CENTRAL BAVARIA,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 13 # 29-17 LOCAL 140
CATALINA I,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 51A SUR # 78H-20
CARULLA PENALISA,BOGOTA,RICAURTE,CUNDINAMARCA,MUNICIPIO RICAURTE VIA AGUADED
BOSA CENTRO,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 65 SUR # 78 L - 53
NEIRA,CAFETERA,NEIRA,CALDAS,CARRERA 10 # 9-42 PALACIO MUNICIPAL-PRIMER PISO
SIMACOTA,SANTANDERES,SIMACOTA,SANTANDER,CARRERA 5 # 5-56 BARRIO EL CENTRO
FRESNO,SUR,FRESNO,TOLIMA,CALLE 3 # 6-26
CERRO DE SAN ANTONIO,COSTA,CERRO DE SAN ANTONIO,MAGDALENA,CALLE 5 # 4-41  CALLE PRINCIPAL - BARRIO EL CENTRO
CAMPOALEGRE,SUR,CAMPOALEGRE,HUILA,CALLE 18 # 7-32
CENTRO COMERCIAL VIVA VILLAVO,BOGOTA,VILLAVICENCIO,META,CALLE 7 # 45-185 LA ESPERANZA
TERMINAL MONTERIA,ANTIOQUIA,MONTERIA,CORDOBA,CALLE 41 # 20-11
LLEVE CARIMAGUA,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 72 L # 38F-52 Sur
TIBANA,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 38 # 3A-07
GNB_UNICENTRO,BOGOTA,BOGOTA,CUNDINAMARCA,CENTRO COMERCIAL UNICENTRO II PISO
CENTRO COMERCIAL TREBOLIS,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 95A # 49C-80 SUR
D1 SAN ANTONIO,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 183 A # 11-08
SURTIMAX JAVIER,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE 101 # 42-17
LA GRANJA CALLE 80,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 80 # 80A-53
MANTA,BOGOTA,MANTA,CUNDINAMARCA,CARRERA 6N # 2-27
TRANSMILENIO  PORTAL 80,BOGOTA,BOGOTA,CUNDINAMARCA,PORTAL TRANSMILENIO CALLE 80
GNB YOPAL,ORIENTAL,YOPAL,CASANARE,CARRERA 29 CALLE 16
ÉXITO ARANJUEZ,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE 94 # 48-13
VILLA MAGDALA,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA 19 # 159-55
CENTRO COMERCIAL PRADO VERDE,BOGOTA,SOACHA,CUNDINAMARCA,SUPER MANZANA 28 4 ETAPA CENTRO VERDE
FINANDINA CARRERA 7,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 7 # 70A-44
OXXO JAVERIANA,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 7 CALLE 45
OXXO CALLE 93,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 11 # 93-85
MEXIMERCAR OLARTE,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 72D # 56A-21 SUR
OXXO CALATRAVA,BOGOTA,BOGOTA,CUNDINAMARCA,TRANVERSAL 60 # 127D-97
PANDI,BOGOTA,PANDI,CUNDINAMARCA,CARRERA 4 N#  3-42
PASCA,BOGOTA,PASCA,CUNDINAMARCA,CALLE 6 # 6-58
CORDOBA,OCCIDENTE,CORDOBA,NARIÑO,CARRERA 3B # 15-23 PARQUE PRINCIPAL
CENTRO COMERCIAL VENTURA PLAZA,SANTANDERES,CUCUTA,NORTE DE SANTANDER,CENTRO COMERCIAL VENTURA LOCAL 3-39  CALLE 10 Y 11
HOME CENTER GIRARDOT,BOGOTA,GIRARDOT,CUNDINAMARCA,LA AVENIDA  PORTACHUELO Y LA AVENIDA KENNEDY
CORFERIAS,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 37 # 24-67 PABELLON 17
CENTRO COMERCIAL OBELISCO,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CARRERA 74 # 48-37
CARULLA C D MAR,COSTA,PUERTO COLOMBIA,ATLANTICO,CALLE 3A CARRERA 26 PUERTO COLOMBIA
OXXO CONECTA,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA EL DORADO CON AVENIDA CIUDAD DE CALI
D1 PALERMO,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 45 # 20-34
CENTRO COMERCIAL POTOSSI,BOGOTA,SOPO,CUNDINAMARCA,KILOMETRO 20 VIA LA CALERA
RIONEGRO,SANTANDERES,RIONEGRO,SANTANDER,CARRERA 13 # 10-26
TAMBO,OCCIDENTE,EL TAMBO,CAUCA,CALLE 3 # 3-37
CAVIPETROL III,SANTANDERES,BARRANCABERMEJA,SANTANDER,CALLE 57 # 24-71
CANCILLERIA CALLE 100,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA CARRERA 19 # 98-03
UNICENTRO MEDELLIN,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CARRERA 66 B # 34A-76
UNIVERSIDAD SERGIO ARBOLEDA II,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 74 # 14-66
CENTRO HISTORICO TUNJA,ORIENTAL,TUNJA,BOYACA,CALLE 19 # 9-35 LOCAL 5
ECO PIEDECUESTA,SANTANDERES,PIEDECUESTA,SANTANDER,CARRERA 15 # 10N-65 PISO 1 LOCAL 13
CARMEL CLUB,BOGOTA,BOGOTA,CUNDINAMARCA,AUTOPISTA NORTES # 153-81
GOBERNACION CESAR,COSTA,VALLEDUPAR,CESAR,CALLE 6 # 12-120
D1 QUINTA PAREDES,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA ESPERANZA # 48-50
ÉXITO FONTIBON,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA CENTENARIO ENTRE 104 Y 106
CENTRO COMERCIAL SAN FERNANDO,COSTA,CARTAGENA,BOLIVAR,CALLE 31 # 83B-104
TUNAL,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 55 SUR # 24 C - 85
OLIMPICA MANZANARES 2,COSTA,SANTA MARTA,MAGDALENA,CALLE 30 # 6A - 97
LA 14 PANCE,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 16A # 121A-334
FINANDINA CHIA,BOGOTA,CHIA,CUNDINAMARCA,KM 17 VÍA BOGOTÁ-CHIA
OLIMPICA LOS OLIVOS,COSTA,BARRANQUILLA,ATLANTICO,CARRERA 27 # 106-14
GOBERNACION META,BOGOTA,VILLAVICENCIO,META,CARRERA 33 # 38-45
OXXO PALMAS,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA. 16 # 57-07
CENTRO COMERCIAL FONTANAR I,BOGOTA,CAJICA,CUNDINAMARCA,"KILOMETRO 2,5 VIA CHIA-CAJICA COSTADO ORIENTAL"
OXXO CHICO,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 90 # 15-21 LOCAL 101
CENTRO COMERCIAL SANTA FE,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 185 # 45-03 LOCAL 2-165
MERCAR EL CANEY,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 48 # 85-54
BOSA PIAMONTE,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 68A SUR #79C- 41
SANTA LIBRADA,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 73 D SUR # 1A-15
CENTRP COMERCIAL NAO BOCAGRANDE,COSTA,CARTAGENA,BOLIVAR,"CENTRO COMERCIAL NAO, CARRERA 1 # 5-74"
SUPER IN PASARELA,OCCIDENTE,CALI,VALLE DEL CAUCA,AVENIDA 5N #23DN-40
SUPER IN VILLA COL,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 8 #51-06
SUPER CAÑAVERAL,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 1 #44-50
SURTIMAX ZAMORA,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CARRERA 52 # 97A-04
ÉXITO ITAGUI,ANTIOQUIA,ITAGUI,ANTIOQUIA,CARRERA 50 A # 41-42
ÉXITO ROBLEDO,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CARRERA 80 # 64-61
SUPER RAPIMIO,COSTA,SANTA MARTA,MAGDALENA,CALLE 30 #74-41
CIUDAD ROMA,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 53 SUR #79C-06 LOCAL 7
CENTRO COMERCIAL SEXTA AVENIDA,BOGOTA,CAJICA,CUNDINAMARCA,CARRERA 6 # 5-19
OXXO AUTOPISTA 104,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 45 #104A-73
NUEVO MUZU,BOGOTA,BOGOTA,CUNDINAMARCA,DIAGONAL 51 SUR # 61B-38
